"Alpha","Beta","Gamma","b","Mull_pop_C1","Mull_pop_C2","Mull_pop_H3","Mull_pop_H4","Mull_popH5","Mull_pop_H6","Mull_pop_P"
"90","0","0","2.70","5.99759818321","6.28165440855","0.7132429912","0.597460410938","0.694206627468","0.721458974789","0.994378403847"
"90","0","0","2.80","5.754851486","6.34380794949","0.956993520686","0.641920218906","0.688705466924","0.618646632548","0.995074725447"
"90","0","0","2.90","5.79170124456","6.33556278488","0.937223295538","0.683661635889","0.637144986984","0.664251933455","0.950454118689"
"90","0","0","3.00","5.73725536523","6.41969059287","0.955753667607","0.620176575046","0.665377524683","0.608772606598","0.992973667963"
"90","180","0","0.00","6.2419150504","6.22671205642","0.85990221035","0.859903388649","0.905778965268","0.905778345309","9.98E-6"
"90","180","0","0.10","6.23737828369","6.23916378878","0.75392129201","0.692529372001","0.694054424156","0.71004936572","0.67290347364"
"90","180","0","0.20","6.20714909135","5.98511143874","0.78217320877","0.730326724664","0.649527315713","0.964782592976","0.68092962779"
"90","180","0","0.30","6.42927906605","5.85163426811","0.721818041891","0.6565597845","0.588560742552","0.961386161186","0.790761935705"
"90","180","0","0.40","6.44536509006","5.7588044465","0.675868835581","0.62555523759","0.662201100219","0.841866847312","0.99033844273"
"90","180","0","0.50","6.31698219307","5.84753308319","0.649920647753","0.66966943958","0.659469976636","0.937191077894","0.919233581869"
"90","180","0","0.60","6.37873169741","5.73200734656","0.701664263205","0.707113335466","0.672645739007","0.973807959816","0.834029658534"
"90","180","0","0.70","6.36114462431","5.83711007351","0.749621571122","0.68256821199","0.708171705719","0.976182802263","0.685201011089"
"90","180","0","0.80","6.43773723932","5.77962258763","0.675056760238","0.638490640009","0.70920271851","0.988948985661","0.770941068634"
"90","180","0","0.90","6.2114179498","5.92346826595","0.719609069894","0.719961919011","0.734418183864","0.994634317848","0.696490293639"
"90","180","0","1.00","6.3386776131","5.9010778547","0.679503644724","0.670721386155","0.667363792382","0.993781363226","0.748874345711"
"90","180","0","1.10","6.38415612831","5.84464318263","0.707592637016","0.643867191566","0.572832322166","0.983374937451","0.863533600857"
"90","180","0","1.20","6.34525668146","5.79203799455","0.683482071235","0.67199294051","0.637003388364","0.991391648259","0.878835275631"
"90","180","0","1.30","6.19728291885","5.81280927768","0.623768113617","0.723319093116","0.652532135503","0.966412445551","1.02387601568"
"90","180","0","1.40","6.17283008008","5.90424679543","0.59034547904","0.7071520987","0.628251798298","0.983934318467","1.01323942998"
"90","180","0","1.50","6.06875454731","6.02921083925","0.603616786303","0.68708303742","0.623131290636","0.996719362735","0.991484136341"
"90","180","0","1.60","6.34875658408","5.84131872095","0.766521323811","0.728896064378","0.669739023398","0.68449719819","0.960271085197"
"90","180","0","1.70","6.29031158823","5.98303838636","0.77983137365","0.721959096741","0.668133872341","0.529577162538","1.02714852014"
"90","180","0","1.80","6.31296999776","5.70811130728","0.684765256217","0.699988981126","0.636241485956","0.969463055242","0.988459916413"
"90","180","0","1.90","6.06024839956","6.32041150083","0.623346453433","0.730688611759","0.756134871573","0.8024863003","0.706683862544"
"90","180","0","2.00","5.64823469443","6.20906710942","0.95821731287","0.690426371712","0.713850588217","0.9287684531","0.85143547025"
"90","180","0","2.10","5.78529042541","5.94891288716","0.980565916052","0.668679087883","0.64367694683","0.983537381593","0.989337355069"
"90","180","0","2.20","6.32412421287","5.7682268038","0.687366109546","0.634670182164","0.644894926375","0.99140943234","0.949308332907"
"90","180","0","2.30","6.35375651383","5.73656932833","0.670160733525","0.717990290339","0.590700393868","0.995828315903","0.934994424202"
"90","180","0","2.40","6.29192127067","5.97958213315","0.799077345595","0.754012557917","0.718330714605","0.998263706152","0.45881227191"
"90","180","0","2.50","6.39210826703","5.71590100141","0.691822409994","0.648611522871","0.665748786741","1.00150041221","0.884307599738"
"90","180","0","2.60","6.2248852549","6.12737128221","0.724332320418","0.642971547353","0.640960597778","0.662495689772","0.976983307569"
"90","180","0","2.70","5.99759818321","6.28165440855","0.7132429912","0.597460410938","0.694206627468","0.721458974789","0.994378403847"
"90","180","0","2.80","5.754851486","6.34380794949","0.956993520686","0.641920218906","0.688705466924","0.618646632548","0.995074725447"
"90","180","0","2.90","5.79170124456","6.33556278488","0.937223295538","0.683661635889","0.637144986984","0.664251933455","0.950454118689"
"90","180","0","3.00","5.73725536523","6.41969059287","0.955753667607","0.620176575046","0.665377524683","0.608772606598","0.992973667963"
"270","0","0","0.00","6.2419150504","6.22671205642","0.85990221035","0.859903388649","0.905778965268","0.905778345309","9.98E-6"
"270","0","0","0.10","6.23737828369","6.23916378878","0.75392129201","0.692529372001","0.694054424156","0.71004936572","0.67290347364"
"270","0","0","0.20","6.20714909135","5.98511143874","0.78217320877","0.730326724664","0.649527315713","0.964782592976","0.68092962779"
"270","0","0","0.30","6.42927906605","5.85163426811","0.721818041891","0.6565597845","0.588560742552","0.961386161186","0.790761935705"
"270","0","0","0.40","6.44536509006","5.7588044465","0.675868835581","0.62555523759","0.662201100219","0.841866847312","0.99033844273"
"270","0","0","0.50","6.31698219307","5.84753308319","0.649920647753","0.66966943958","0.659469976636","0.937191077894","0.919233581869"
"270","0","0","0.60","6.37873169741","5.73200734656","0.701664263205","0.707113335466","0.672645739007","0.973807959816","0.834029658534"
"270","0","0","0.70","6.36114462431","5.83711007351","0.749621571122","0.68256821199","0.708171705719","0.976182802263","0.685201011089"
"270","0","0","0.80","6.43773723932","5.77962258763","0.675056760238","0.638490640009","0.70920271851","0.988948985661","0.770941068634"
"270","0","0","0.90","6.2114179498","5.92346826595","0.719609069894","0.719961919011","0.734418183864","0.994634317848","0.696490293639"
"270","0","0","1.00","6.3386776131","5.9010778547","0.679503644724","0.670721386155","0.667363792382","0.993781363226","0.748874345711"
"270","0","0","1.10","6.38415612831","5.84464318263","0.707592637016","0.643867191566","0.572832322166","0.983374937451","0.863533600857"
"270","0","0","1.20","6.34525668146","5.79203799455","0.683482071235","0.67199294051","0.637003388364","0.991391648259","0.878835275631"
"270","0","0","1.30","6.19728291885","5.81280927768","0.623768113617","0.723319093116","0.652532135503","0.966412445551","1.02387601568"
"270","0","0","1.40","6.17283008008","5.90424679543","0.59034547904","0.7071520987","0.628251798298","0.983934318467","1.01323942998"
"270","0","0","1.50","6.06875454731","6.02921083925","0.603616786303","0.68708303742","0.623131290636","0.996719362735","0.991484136341"
"270","0","0","1.60","6.34875658408","5.84131872095","0.766521323811","0.728896064378","0.669739023398","0.68449719819","0.960271085197"
"270","0","0","1.70","6.29031158823","5.98303838636","0.77983137365","0.721959096741","0.668133872341","0.529577162538","1.02714852014"
"270","0","0","1.80","6.31296999776","5.70811130728","0.684765256217","0.699988981126","0.636241485956","0.969463055242","0.988459916413"
"270","0","0","1.90","6.06024839956","6.32041150083","0.623346453433","0.730688611759","0.756134871573","0.8024863003","0.706683862544"
"270","0","0","2.00","5.64823469443","6.20906710942","0.95821731287","0.690426371712","0.713850588217","0.9287684531","0.85143547025"
"270","0","0","2.10","5.78529042541","5.94891288716","0.980565916052","0.668679087883","0.64367694683","0.983537381593","0.989337355069"
"270","0","0","2.20","6.32412421287","5.7682268038","0.687366109546","0.634670182164","0.644894926375","0.99140943234","0.949308332907"
"270","0","0","2.30","6.35375651383","5.73656932833","0.670160733525","0.717990290339","0.590700393868","0.995828315903","0.934994424202"
"270","0","0","2.40","6.29192127067","5.97958213315","0.799077345595","0.754012557917","0.718330714605","0.998263706152","0.45881227191"
"270","0","0","2.50","6.39210826703","5.71590100141","0.691822409994","0.648611522871","0.665748786741","1.00150041221","0.884307599738"
"270","0","0","2.60","6.2248852549","6.12737128221","0.724332320418","0.642971547353","0.640960597778","0.662495689772","0.976983307569"
"270","0","0","2.70","5.99759818321","6.28165440855","0.7132429912","0.597460410938","0.694206627468","0.721458974789","0.994378403847"
"270","0","0","2.80","5.754851486","6.34380794949","0.956993520686","0.641920218906","0.688705466924","0.618646632548","0.995074725447"
"270","0","0","2.90","5.79170124456","6.33556278488","0.937223295538","0.683661635889","0.637144986984","0.664251933455","0.950454118689"
"270","0","0","3.00","5.73725536523","6.41969059287","0.955753667607","0.620176575046","0.665377524683","0.608772606598","0.992973667963"
"270","180","0","0.00","6.2419150504","6.22671205642","0.85990221035","0.859903388649","0.905778965268","0.905778345309","9.98E-6"
"270","180","0","0.10","6.23737828369","6.23916378878","0.75392129201","0.692529372001","0.694054424156","0.71004936572","0.67290347364"
"270","180","0","0.20","6.20714909135","5.98511143874","0.78217320877","0.730326724664","0.649527315713","0.964782592976","0.68092962779"
"270","180","0","0.30","6.42927906605","5.85163426811","0.721818041891","0.6565597845","0.588560742552","0.961386161186","0.790761935705"
"270","180","0","0.40","6.44536509006","5.7588044465","0.675868835581","0.62555523759","0.662201100219","0.841866847312","0.99033844273"
"270","180","0","0.50","6.31698219307","5.84753308319","0.649920647753","0.66966943958","0.659469976636","0.937191077894","0.919233581869"
"270","180","0","0.60","6.37873169741","5.73200734656","0.701664263205","0.707113335466","0.672645739007","0.973807959816","0.834029658534"
"270","180","0","0.70","6.36114462431","5.83711007351","0.749621571122","0.68256821199","0.708171705719","0.976182802263","0.685201011089"
"270","180","0","0.80","6.43773723932","5.77962258763","0.675056760238","0.638490640009","0.70920271851","0.988948985661","0.770941068634"
"270","180","0","0.90","6.2114179498","5.92346826595","0.719609069894","0.719961919011","0.734418183864","0.994634317848","0.696490293639"
"270","180","0","1.00","6.3386776131","5.9010778547","0.679503644724","0.670721386155","0.667363792382","0.993781363226","0.748874345711"
"270","180","0","1.10","6.38415612831","5.84464318263","0.707592637016","0.643867191566","0.572832322166","0.983374937451","0.863533600857"
"270","180","0","1.20","6.34525668146","5.79203799455","0.683482071235","0.67199294051","0.637003388364","0.991391648259","0.878835275631"
"270","180","0","1.30","6.19728291885","5.81280927768","0.623768113617","0.723319093116","0.652532135503","0.966412445551","1.02387601568"
"270","180","0","1.40","6.17283008008","5.90424679543","0.59034547904","0.7071520987","0.628251798298","0.983934318467","1.01323942998"
"270","180","0","1.50","6.06875454731","6.02921083925","0.603616786303","0.68708303742","0.623131290636","0.996719362735","0.991484136341"
"270","180","0","1.60","6.34875658408","5.84131872095","0.766521323811","0.728896064378","0.669739023398","0.68449719819","0.960271085197"
"270","180","0","1.70","6.29031158823","5.98303838636","0.77983137365","0.721959096741","0.668133872341","0.529577162538","1.02714852014"
"270","180","0","1.80","6.31296999776","5.70811130728","0.684765256217","0.699988981126","0.636241485956","0.969463055242","0.988459916413"
"270","180","0","1.90","6.06024839956","6.32041150083","0.623346453433","0.730688611759","0.756134871573","0.8024863003","0.706683862544"
"270","180","0","2.00","5.64823469443","6.20906710942","0.95821731287","0.690426371712","0.713850588217","0.9287684531","0.85143547025"
"270","180","0","2.10","5.78529042541","5.94891288716","0.980565916052","0.668679087883","0.64367694683","0.983537381593","0.989337355069"
"270","180","0","2.20","6.32412421287","5.7682268038","0.687366109546","0.634670182164","0.644894926375","0.99140943234","0.949308332907"
"270","180","0","2.30","6.35375651383","5.73656932833","0.670160733525","0.717990290339","0.590700393868","0.995828315903","0.934994424202"
"270","180","0","2.40","6.29192127067","5.97958213315","0.799077345595","0.754012557917","0.718330714605","0.998263706152","0.45881227191"
"270","180","0","2.50","6.39210826703","5.71590100141","0.691822409994","0.648611522871","0.665748786741","1.00150041221","0.884307599738"
"270","180","0","2.60","6.2248852549","6.12737128221","0.724332320418","0.642971547353","0.640960597778","0.662495689772","0.976983307569"
"270","180","0","2.70","5.99759818321","6.28165440855","0.7132429912","0.597460410938","0.694206627468","0.721458974789","0.994378403847"
"270","180","0","2.80","5.754851486","6.34380794949","0.956993520686","0.641920218906","0.688705466924","0.618646632548","0.995074725447"
"270","180","0","2.90","5.79170124456","6.33556278488","0.937223295538","0.683661635889","0.637144986984","0.664251933455","0.950454118689"
"270","180","0","3.00","5.73725536523","6.41969059287","0.955753667607","0.620176575046","0.665377524683","0.608772606598","0.992973667963"
"90","90","90","0.00","5.85280877242","5.97500901155","0.811937407615","0.81193676884","0.904097100856","0.90409838627","0.740112552447"
"90","90","90","0.10","6.23267346848","5.94918472935","0.816854944196","0.816854397177","0.615184539462","0.615185502461","0.954062418883"
"90","90","90","0.20","6.02488315039","6.05264835855","0.87156851409","0.871568671779","0.603258610735","0.603257945164","0.972814749298"
"90","90","90","0.30","5.97942202502","6.24364170258","0.916703161056","0.916703974218","0.489205347655","0.48920641706","0.965117372406"
"90","90","90","0.40","6.0012412836","5.73524623297","0.971276930902","0.97127636781","0.754814307778","0.754813333674","0.811331543265"
"90","90","90","0.50","6.02462087992","6.13259147847","0.810631738535","0.81063100513","0.599411634689","0.599410985272","1.02270227799"
"90","90","90","0.60","5.98812114977","5.81836697702","0.872850037138","0.872850448395","0.737061012032","0.73706196501","0.973688410632"
"90","90","90","0.70","5.70584216749","6.12254523594","0.770830558729","0.770830246745","0.905207728328","0.905207091027","0.819536971744"
"90","90","90","0.80","5.96455970331","5.86799388096","0.705227869078","0.70522762188","0.871795212749","0.871795249786","1.01340046224"
"90","90","90","0.90","5.60024777653","6.21758803213","0.84100444126","0.841004435922","0.782077985043","0.782077946815","0.935999382301"
"90","90","90","1.00","6.06188026228","5.93518550788","0.769945929778","0.769946174417","0.755246301375","0.755246635661","0.952549188607"
"90","90","90","1.10","6.03336343368","6.13396013819","0.780300405218","0.780300638134","0.743860770255","0.743860982573","0.784353631952"
"90","90","90","1.20","5.7177151015","6.24293820803","0.874944043085","0.874943911456","0.646072749101","0.646072614319","0.997313372511"
"90","90","90","1.30","5.77440935148","6.27316917997","0.824542697345","0.824542618045","0.77740762332","0.777405083327","0.748523446504"
"90","90","270","0.00","5.85280877242","5.97500901155","0.811937407615","0.81193676884","0.904097100856","0.90409838627","0.740112552447"
"90","90","270","0.10","6.23267346848","5.94918472935","0.816854944196","0.816854397177","0.615184539462","0.615185502461","0.954062418883"
"90","90","270","0.20","6.02488315039","6.05264835855","0.87156851409","0.871568671779","0.603258610735","0.603257945164","0.972814749298"
"90","90","270","0.30","5.97942202502","6.24364170258","0.916703161056","0.916703974218","0.489205347655","0.48920641706","0.965117372406"
"90","90","270","0.40","6.0012412836","5.73524623297","0.971276930902","0.97127636781","0.754814307778","0.754813333674","0.811331543265"
"90","90","270","0.50","6.02462087992","6.13259147847","0.810631738535","0.81063100513","0.599411634689","0.599410985272","1.02270227799"
"90","90","270","0.60","5.98812114977","5.81836697702","0.872850037138","0.872850448395","0.737061012032","0.73706196501","0.973688410632"
"90","90","270","0.70","5.70584216749","6.12254523594","0.770830558729","0.770830246745","0.905207728328","0.905207091027","0.819536971744"
"90","90","270","0.80","5.96455970331","5.86799388096","0.705227869078","0.70522762188","0.871795212749","0.871795249786","1.01340046224"
"90","90","270","0.90","5.60024777653","6.21758803213","0.84100444126","0.841004435922","0.782077985043","0.782077946815","0.935999382301"
"90","90","270","1.00","6.06188026228","5.93518550788","0.769945929778","0.769946174417","0.755246301375","0.755246635661","0.952549188607"
"90","90","270","1.10","6.03336343368","6.13396013819","0.780300405218","0.780300638134","0.743860770255","0.743860982573","0.784353631952"
"90","90","270","1.20","5.7177151015","6.24293820803","0.874944043085","0.874943911456","0.646072749101","0.646072614319","0.997313372511"
"90","90","270","1.30","5.77440935148","6.27316917997","0.824542697345","0.824542618045","0.77740762332","0.777405083327","0.748523446504"
"270","90","90","0.00","5.85280877242","5.97500901155","0.811937407615","0.81193676884","0.904097100856","0.90409838627","0.740112552447"
"270","90","90","0.10","6.23267346848","5.94918472935","0.816854944196","0.816854397177","0.615184539462","0.615185502461","0.954062418883"
"270","90","90","0.20","6.02488315039","6.05264835855","0.87156851409","0.871568671779","0.603258610735","0.603257945164","0.972814749298"
"270","90","90","0.30","5.97942202502","6.24364170258","0.916703161056","0.916703974218","0.489205347655","0.48920641706","0.965117372406"
"270","90","90","0.40","6.0012412836","5.73524623297","0.971276930902","0.97127636781","0.754814307778","0.754813333674","0.811331543265"
"270","90","90","0.50","6.02462087992","6.13259147847","0.810631738535","0.81063100513","0.599411634689","0.599410985272","1.02270227799"
"270","90","90","0.60","5.98812114977","5.81836697702","0.872850037138","0.872850448395","0.737061012032","0.73706196501","0.973688410632"
"270","90","90","0.70","5.70584216749","6.12254523594","0.770830558729","0.770830246745","0.905207728328","0.905207091027","0.819536971744"
"270","90","90","0.80","5.96455970331","5.86799388096","0.705227869078","0.70522762188","0.871795212749","0.871795249786","1.01340046224"
"270","90","90","0.90","5.60024777653","6.21758803213","0.84100444126","0.841004435922","0.782077985043","0.782077946815","0.935999382301"
"270","90","90","1.00","6.06188026228","5.93518550788","0.769945929778","0.769946174417","0.755246301375","0.755246635661","0.952549188607"
"270","90","90","1.10","6.03336343368","6.13396013819","0.780300405218","0.780300638134","0.743860770255","0.743860982573","0.784353631952"
"270","90","90","1.20","5.7177151015","6.24293820803","0.874944043085","0.874943911456","0.646072749101","0.646072614319","0.997313372511"
"270","90","90","1.30","5.77440935148","6.27316917997","0.824542697345","0.824542618045","0.77740762332","0.777405083327","0.748523446504"
"270","90","270","0.00","5.85280877242","5.97500901155","0.811937407615","0.81193676884","0.904097100856","0.90409838627","0.740112552447"
"270","90","270","0.10","6.23267346848","5.94918472935","0.816854944196","0.816854397177","0.615184539462","0.615185502461","0.954062418883"
"270","90","270","0.20","6.02488315039","6.05264835855","0.87156851409","0.871568671779","0.603258610735","0.603257945164","0.972814749298"
"270","90","270","0.30","5.97942202502","6.24364170258","0.916703161056","0.916703974218","0.489205347655","0.48920641706","0.965117372406"
"270","90","270","0.40","6.0012412836","5.73524623297","0.971276930902","0.97127636781","0.754814307778","0.754813333674","0.811331543265"
"270","90","270","0.50","6.02462087992","6.13259147847","0.810631738535","0.81063100513","0.599411634689","0.599410985272","1.02270227799"
"270","90","270","0.60","5.98812114977","5.81836697702","0.872850037138","0.872850448395","0.737061012032","0.73706196501","0.973688410632"
"270","90","270","0.70","5.70584216749","6.12254523594","0.770830558729","0.770830246745","0.905207728328","0.905207091027","0.819536971744"
"270","90","270","0.80","5.96455970331","5.86799388096","0.705227869078","0.70522762188","0.871795212749","0.871795249786","1.01340046224"
"270","90","270","0.90","5.60024777653","6.21758803213","0.84100444126","0.841004435922","0.782077985043","0.782077946815","0.935999382301"
"270","90","270","1.00","6.06188026228","5.93518550788","0.769945929778","0.769946174417","0.755246301375","0.755246635661","0.952549188607"
"270","90","270","1.10","6.03336343368","6.13396013819","0.780300405218","0.780300638134","0.743860770255","0.743860982573","0.784353631952"
"270","90","270","1.20","5.7177151015","6.24293820803","0.874944043085","0.874943911456","0.646072749101","0.646072614319","0.997313372511"
"270","90","270","1.30","5.77440935148","6.27316917997","0.824542697345","0.824542618045","0.77740762332","0.777405083327","0.748523446504"
"0","90","90","0.00","6.27176250456","6.2717738419","0.825774737546","0.796789806083","0.796793284655","0.825770122031","0.211335703233"
"0","90","90","0.10","6.03556080183","6.24632047147","0.836216843632","0.891923634884","0.8559467152","0.849375617681","0.28465591531"
"0","90","90","0.20","6.24464887632","6.24497990629","0.784635317138","0.812485986221","0.803606274362","0.800640326071","0.309003313599"
"0","90","90","0.30","5.9750816808","6.20447246935","0.644649779837","0.501919061757","0.89540520334","0.835606331464","0.942865473452"
"0","90","90","0.40","5.96082403954","6.26573530902","0.612800620594","0.5709610792","0.819219996174","0.816326304911","0.954132650564"
"0","90","90","0.50","6.25377153457","6.22168355135","0.857339697201","0.845842810428","0.702634548956","0.769087995049","0.349639862447"
"0","90","90","0.60","6.21795597714","5.79270120549","0.596650901886","0.773454964853","0.916981329936","0.703686137665","0.998569483032"
"0","90","90","0.70","6.26853812324","6.06674182486","0.643702519745","0.690513832052","0.642392817739","0.700274348749","0.987836533615"
"0","90","90","0.80","6.26514106113","5.95633818566","0.77226469227","0.70301259847","0.671546220203","0.647187271998","0.984509970263"
"0","90","90","0.90","6.23743473928","6.3083941157","0.693609268907","0.700396591881","0.699726346021","0.804474979478","0.555963958738"
"0","90","90","1.00","5.67442608703","6.32854205884","0.98541550733","0.659710709136","0.66681263942","0.812878436176","0.872214562063"
"0","90","90","1.10","5.87384755168","6.22001869288","1.0162153308","0.623367410233","0.723808092152","0.743499434582","0.799243487668"
"0","90","90","1.20","5.68477834959","6.30519846531","0.977660413944","0.704332328203","0.682958176333","0.715672276117","0.929399990505"
"0","90","90","1.30","5.88703949928","6.28161051414","0.970944365294","0.574264996782","0.69431014663","0.65525274132","0.936577736556"
"0","90","90","1.40","5.79582829092","6.35335432067","0.989051992594","0.617958676613","0.679515536502","0.723461587235","0.840829595472"
"0","90","90","1.50","5.81200380743","6.3338692835","0.987542777446","0.674229103335","0.676378931564","0.674859173029","0.841116923703"
"0","90","90","1.60","5.80571691943","6.3076685416","0.947942579467","0.628937832518","0.677230270176","0.714525975556","0.917977881252"
"0","90","90","1.70","5.84687000966","6.29118782534","0.950380878145","0.645989551682","0.708159324172","0.730217677971","0.82719473303"
"0","90","90","1.80","5.83686583706","6.27100410827","0.981932063932","0.672415128158","0.670817354626","0.795521303594","0.771444204358"
"0","90","90","1.90","5.76472250013","6.33074252008","1.0104045755","0.652742483326","0.683197671035","0.721178768845","0.837011481082"
"0","90","90","2.00","5.68084685125","6.35858967627","0.9765488629","0.620368294584","0.680545222882","0.705359261555","0.977741830564"
"0","90","90","2.10","5.77519835406","6.36730468474","0.804742147284","0.646997837219","0.687461382435","0.739784593179","0.978511001083"
"0","90","90","2.20","5.95446766661","6.11536601655","0.652807996884","0.640105500892","0.665709605053","0.975810241019","0.995732972987"
"0","90","90","2.30","5.96661277194","6.1146013729","0.489605446138","0.679876818712","0.766126077517","1.0027025302","0.980474982591"
"0","90","90","2.40","6.1422844892","6.22856814078","0.900343646859","0.705041997343","0.717695587124","0.760467436868","0.54559870182"
"0","90","90","2.50","5.58066435831","6.44798380106","0.984878540568","0.980603732431","0.538362070281","0.705093824582","0.762413672771"
"0","90","90","2.60","6.1717023373","5.92576827265","0.962822160716","0.601480462497","0.657437022873","0.669045496605","1.01174424735"
"0","90","90","2.70","5.91840098226","6.25513216012","1.00037773803","0.690667752175","0.73857480471","0.737128447556","0.659718115145"
"0","90","90","2.80","5.87176829338","6.51351553061","0.951006535827","0.726910178111","0.746098710941","0.716799616413","0.473901134721"
"0","90","90","2.90","6.31613112469","6.04848893537","0.896662829657","0.833895889851","0.832615913068","0.940302219665","0.131903087691"
"0","90","90","4.50","5.76300989159","6.30541857504","0.661191894579","0.970630345816","0.655796450806","0.647064290759","0.996888551413"
"0","90","90","4.60","5.87403548348","6.26278001296","0.630149505425","0.929556294796","0.651238535959","0.681619285298","0.970620882075"
"0","90","90","4.70","5.87652526172","6.22499318046","0.568040206262","0.943042286434","0.681481621855","0.706435841372","0.999481601899"
"0","90","90","4.80","5.8063393366","6.31858159215","0.576366018384","0.976425062653","0.644089502456","0.691436360108","0.986762127651"
"0","90","90","4.90","5.84247772062","6.19000499553","0.567396389541","0.977304938059","0.707826116071","0.738415465705","0.976574374475"
"0","90","90","5.00","5.79593951438","6.33740682787","0.599229191287","0.967459295235","0.688369450983","0.634864163784","0.976731556468"
"0","90","270","0.00","6.27176250456","6.2717738419","0.825774737546","0.796789806083","0.796793284655","0.825770122031","0.211335703233"
"0","90","270","0.10","6.03556080183","6.24632047147","0.836216843632","0.891923634884","0.8559467152","0.849375617681","0.28465591531"
"0","90","270","0.20","6.24464887632","6.24497990629","0.784635317138","0.812485986221","0.803606274362","0.800640326071","0.309003313599"
"0","90","270","0.30","5.9750816808","6.20447246935","0.644649779837","0.501919061757","0.89540520334","0.835606331464","0.942865473452"
"0","90","270","0.40","5.96082403954","6.26573530902","0.612800620594","0.5709610792","0.819219996174","0.816326304911","0.954132650564"
"0","90","270","0.50","6.25377153457","6.22168355135","0.857339697201","0.845842810428","0.702634548956","0.769087995049","0.349639862447"
"0","90","270","0.60","6.21795597714","5.79270120549","0.596650901886","0.773454964853","0.916981329936","0.703686137665","0.998569483032"
"0","90","270","0.70","6.26853812324","6.06674182486","0.643702519745","0.690513832052","0.642392817739","0.700274348749","0.987836533615"
"0","90","270","0.80","6.26514106113","5.95633818566","0.77226469227","0.70301259847","0.671546220203","0.647187271998","0.984509970263"
"0","90","270","0.90","6.23743473928","6.3083941157","0.693609268907","0.700396591881","0.699726346021","0.804474979478","0.555963958738"
